1056	100	655.25
2016	100	5033.01
4128	100	41610.13
8160	100	304408.21
10176	100	550164.78
12192	100	935847.71
1024	10	610.44
10	100	0.00
16	100	0.01
16	100	0.01
16	100	0.01
32	100	0.05
64	100	0.27
64	100	0.27
1024	100	545.50
4096	100	36821.73
100	100	1.00
100	100	0.91
100	100	0.91
100	100	1.01
100	100	0.97
100	100	0.92
100	100	0.91
1000	100	546.32
100	100	0.91
1000	100	530.68
